Neuron1	Neuron2	Type	Nbr
RMGL	URXL	EJ	1
ADFR	URXR	S	1
AUAR	URXR	R	1
AUAR	URXR	Rp	3
AUAR	URXR	S	1
AVBL	URXR	Rp	1
AVBR	URXR	Rp	2
AVER	URXR	R	2
IL1R	URXR	Sp	2
IL2VR	URXR	Sp	1
OLQVR	URXR	Rp	1
RIAR	URXR	Rp	3
RIGR	URXR	R	2
RIPR	URXR	Rp	3
RIR	URXR	S	1
RIR	URXR	Sp	1
RMDR	URXR	Rp	1
RMGR	URXR	R	1
RMGR	URXR	Sp	1
SIAVR	URXR	Rp	1
URBR	URXR	S	2
URBR	URXR	Sp	4
IL2R	URXR	EJ	1
RMGR	URXR	EJ	1
AVER	URYDL	Rp	2
CEPDL	URYDL	Sp	2
IL1DL	URYDL	Sp	1
OLLL	URYDL	Sp	1
RIBL	URYDL	Rp	1
RMDDR	URYDL	R	1
RMDDR	URYDL	Rp	3
RMDDR	URYDL	Sp	1
RMDVL	URYDL	R	2
RMDVL	URYDL	Rp	4
SMDDL	URYDL	Rp	1
SMDDR	URYDL	R	1
SMDDR	URYDL	Rp	1
AVAL	URYDL	EJ	1
RIGL	URYDL	EJ	1
AVEL	URYDR	Rp	2
AVER	URYDR	Rp	2
CEPDR	URYDR	Sp	1
RIBR	URYDR	Rp	1
RMDDL	URYDR	Rp	3
RMDVR	URYDR	R	1
RMDVR	URYDR	Rp	4
SMDDL	URYDR	R	3
SMDDL	URYDR	Rp	1
URADR	URYDR	Sp	1
AVAR	URYDR	EJ	1
RIGR	URYDR	EJ	1
AVBR	URYVL	Rp	1
AVER	URYVL	Rp	5
IL1VL	URYVL	Rp	1
IL1VL	URYVL	Sp	1
RIAL	URYVL	Rp	1
RIBL	URYVL	Rp	2
RIH	URYVL	Rp	1
RIS	URYVL	Rp	1
RMDDL	URYVL	Rp	4
RMDVR	URYVL	Rp	2
SIBVR	URYVL	Rp	1
SMDVR	URYVL	R	1
SMDVR	URYVL	Rp	3
AVAR	URYVL	EJ	1
RIGL	URYVL	EJ	1
AVAL	URYVR	Rp	1
AVEL	URYVR	Rp	6
IL1VR	URYVR	Rp	1
RIAR	URYVR	Rp	1
RIBR	URYVR	Rp	1
RIH	URYVR	Sp	1
RIS	URYVR	Sp	1
RMDDR	URYVR	Rp	6
RMDVL	URYVR	R	1
RMDVL	URYVR	Rp	3
SIBDR	URYVR	Rp	1
SIBVL	URYVR	Rp	1
SMDVL	URYVR	Rp	3
AVAL	URYVR	EJ	1
RIGR	URYVR	EJ	1
AVEL	VA01	Sp	5
AVER	VA01	Sp	1
AVM	VA01	Sp	2
DD01	VA01	Rp	9
AVAL	VA01	EJ	3
DA02	VA01	EJ	2
VB01	VA01	S	3
VD01	VA01	Rp	2
VD01	VA01	S	2
AVAL	VA02	R	1
AVAL	VA02	S	1
AVAR	VA02	S	2
AVBL	VA02	S	1
AVDR	VA02	S	1
AVER	VA02	Sp	1
DD01	VA02	Rp	13
DVA	VA02	Sp	1
SABD	VA02	S	1
AVAL	VA02	EJ	4
SABD	VA02	EJ	3
VD01	VA02	EJ	1
VD02	VA02	EJ	3
VA03	VA02	R	1
VA03	VA02	Rp	1
VB01	VA02	Rp	2
VB02	VA02	S	1
VD01	VA02	Rp	2
VD02	VA02	Rp	8
VD02	VA02	S	6
AVAL	VA03	S	2
AVAR	VA03	S	5
AVDR	VA03	S	2
AVEL	VA03	S	1
AVEL	VA03	Sp	2
AVER	VA03	S	2
DD01	VA03	R	1
DD01	VA03	Rp	17
DD02	VA03	Rp	11
VA02	VA03	S	2
AS01	VA03	EJ	1
AVAL	VA03	EJ	1
AVAR	VA03	EJ	2
SABD	VA03	EJ	2
VA04	VA03	Rp	1
VB01	VA03	S	1
VD02	VA03	Rp	3
VD03	VA03	Rp	3
VD03	VA03	S	2
AVAL	VA04	S	2
AVAR	VA04	S	2
AVBR	VA04	S	1
AVDL	VA04	R	1
AVER	VA04	Sp	1
DD02	VA04	Rp	21
VA03	VA04	S	1
AS02	VA04	EJ	2
AVAL	VA04	EJ	1
AVAR	VA04	EJ	3
DA05	VA04	EJ	1
SABD	VA04	EJ	1
VB03	VA04	R	1
VB03	VA04	Rp	1
VB03	VA04	S	1
VD04	VA04	Rp	3
AVAL	VA05	S	3
AVAR	VA05	S	1
AVDL	VA05	S	1
AVDL	VA05	Sp	1
AVER	VA05	S	1
DD02	VA05	Rp	5
DD03	VA05	R	1
DD03	VA05	Rp	12
AS03	VA05	EJ	2
AVAL	VA05	EJ	5
AVAR	VA05	EJ	3
DA05	VA05	EJ	2
VD05	VA05	Rp	2
VD05	VA05	S	2
AVAL	VA06	S	4
AVAR	VA06	S	3
AVDR	VA06	Sp	1
DD03	VA06	R	9
DD03	VA06	Rp	15
HSNR	VA06	Sp	1
AVAL	VA06	EJ	6
AVAR	VA06	EJ	2
VB05	VA06	Rp	2
VD05	VA06	Rp	1
VD06	VA06	Rp	2
VD06	VA06	S	1
AVBL	VA07	S	1
DD03	VA07	Rp	3
DD04	VA07	Rp	12
AS05	VA07	EJ	1
AVAL	VA07	EJ	2
AVAR	VA07	EJ	4
VB03	VA07	EJ	1
VD07	VA07	Rp	9
AVAL	VA08	S	9
AVAR	VA08	S	11
AVAR	VA08	Sp	1
DD04	VA08	R	5
DD04	VA08	Rp	16
AS06	VA08	EJ	1
AVAL	VA08	EJ	10
AVAR	VA08	EJ	4
AVBR	VA08	EJ	1
PDER	VA08	EJ	1
PVCR	VA08	EJ	2
VA08	VA08	EJ	1
VB08	VA08	EJ	3
VB09	VA08	EJ	3
VD08	VA08	EJ	1
VA09	VA08	R	1
VB06	VA08	Rp	1
VB06	VA08	S	1
VB08	VA08	R	1
VD07	VA08	Rp	5
VD08	VA08	R	3
VD08	VA08	Rp	2
VD08	VA08	S	4
AVAL	VA09	S	7
AVAR	VA09	S	4
AVAR	VA09	Sp	2
AVBR	VA09	S	1
DD04	VA09	Rp	3
DD05	VA09	R	15
PDEL	VA09	S	1
PVDR	VA09	S	1
PVT	VA09	R	1
VA08	VA09	S	1
AVAL	VA09	EJ	1
AVBR	VA09	EJ	1
DVB	VA09	EJ	1
DVC	VA09	EJ	1
PVCR	VA09	EJ	1
VB08	VA09	EJ	1
VB09	VA09	EJ	4
VD07	VA09	EJ	1
VB08	VA09	R	4
VB08	VA09	Rp	2
VB08	VA09	S	9
VD09	VA09	R	9
VD09	VA09	Rp	1
AVAL	VA10	Sp	5
AVAR	VA10	Sp	4
AVBL	VA10	S	1
AVAL	VA10	EJ	1
AVAR	VA10	EJ	1
AVAL	VA11	Sp	6
AVAR	VA11	Sp	8
AVDR	VA11	Sp	1
AVG	VA11	S	1
DD06	VA11	Rp	10
PVNR	VA11	Rp	2
AVAL	VA11	EJ	1
AVAR	VA11	EJ	7
VA12	VA11	S	1
VB10	VA11	Rp	1
VD11	VA11	S	1
VD12	VA11	R	1
VD12	VA11	Rp	3
VD12	VA11	S	3
AS11	VA12	Rp	2
AVAL	VA12	Sp	2
DA08	VA12	Rp	3
DA09	VA12	R	1
DA09	VA12	Rp	4
DB07	VA12	Rp	4
DD06	VA12	Rp	2
DVA	VA12	Sp	1
LUAL	VA12	Rp	2
PHBL	VA12	Sp	1
PHBR	VA12	Sp	2
PHCL	VA12	Sp	2
PHCR	VA12	Sp	1
PVCL	VA12	Rp	2
PVCR	VA12	Rp	3
PVWL	VA12	Sp	1
PVWR	VA12	Sp	1
VA11	VA12	Rp	1
AVAR	VA12	EJ	1
PHCL	VA12	EJ	1
PHCR	VA12	EJ	1
VB11	VA12	EJ	1
VB11	VA12	S	1
VD12	VA12	Rp	3
VD12	VA12	S	2
VD13	VA12	R	2
VD13	VA12	Rp	9
VD13	VA12	S	1
AIBR	VB01	Rp	1
AIBR	VB01	Sp	3
AVFL	VB01	S	1
AVFL	VB01	Sp	0
DD01	VB01	Rp	1
DVA	VB01	Rp	1
DVA	VB01	Sp	1
FLPR	VB01	S	1
FLPR	VB01	Sp	0
RIML	VB01	Rp	2
RMFL	VB01	Rp	2
SAADL	VB01	R	7
SAADL	VB01	Rp	2
SAADR	VB01	R	2
SAADR	VB01	Rp	2
SABD	VB01	R	1
VA01	VB01	Rp	3
VA02	VB01	S	2
VA03	VB01	Rp	1
AVBL	VB01	EJ	1
AVKL	VB01	EJ	4
DB02	VB01	EJ	2
SMDVR	VB01	EJ	1
VB02	VB01	EJ	4
VD01	VB01	Rp	3
VD02	VB01	R	1
AIZL	VB02	Sp	1
AVBL	VB02	S	1
DD01	VB02	R	3
DD01	VB02	Rp	17
DD02	VB02	Rp	1
VA02	VB02	Rp	1
AVBL	VB02	EJ	3
AVBR	VB02	EJ	1
DB04	VB02	EJ	1
RIGL	VB02	EJ	1
VB01	VB02	EJ	4
VB03	VB02	EJ	1
VB05	VB02	EJ	1
VB07	VB02	EJ	2
VC02	VB02	Rp	1
VD02	VB02	Rp	9
VD02	VB02	S	3
VD03	VB02	Rp	3
VD03	VB02	S	2
DD02	VB03	R	6
DD02	VB03	Rp	31
PVCL	VB03	S	1
VA04	VB03	Rp	1
VA04	VB03	S	2
AVBR	VB03	EJ	1
DB01	VB03	EJ	1
VA07	VB03	EJ	1
VB02	VB03	EJ	1
DD02	VB04	R	2
DD02	VB04	Rp	4
DD03	VB04	R	14
DD03	VB04	Rp	2
PVCL	VB04	S	1
PVCR	VB04	S	3
AVBL	VB04	EJ	1
AVBR	VB04	EJ	1
DB01	VB04	EJ	1
DB04	VB04	EJ	1
VB05	VB04	EJ	1
VD05	VB04	S	2
DD03	VB05	R	6
DD03	VB05	Rp	21
PVCL	VB05	S	1
VA06	VB05	S	2
AVBL	VB05	EJ	1
VB02	VB05	EJ	1
VB04	VB05	EJ	1
VB06	VB05	EJ	1
VD06	VB05	R	1
VD06	VB05	Rp	6
VD06	VB05	S	2
DD04	VB06	Rp	30
PVCL	VB06	S	2
PVCR	VB06	S	2
VA08	VB06	Rp	1
VA08	VB06	S	1
AVBL	VB06	EJ	1
AVBR	VB06	EJ	2
DA04	VB06	EJ	1
VB05	VB06	EJ	1
VB07	VB06	R	1
VD06	VB06	R	1
VD07	VB06	Rp	8
DD04	VB07	Rp	2
PVCR	VB07	S	3
VB06	VB07	S	1
AVBL	VB07	EJ	2
AVBR	VB07	EJ	2
VB02	VB07	EJ	2
DD05	VB08	R	23
DD05	VB08	Rp	7
DD05	VB08	S	1
PVCL	VB08	S	1
PVCR	VB08	S	1
VA08	VB08	S	1
VA09	VB08	R	5
VA09	VB08	Rp	4
VA09	VB08	S	6
AVBL	VB08	EJ	7
AVBR	VB08	EJ	3
VA08	VB08	EJ	3
VA09	VB08	EJ	1
VB09	VB08	EJ	3
VB09	VB08	R	1
VB09	VB08	Rp	2
VB09	VB08	S	1
VD09	VB08	R	5
VD09	VB08	Rp	5
VD10	VB08	R	1
DD05	VB09	R	5
DD05	VB09	Rp	3
VB08	VB09	R	1
VB08	VB09	S	3
AVAL	VB09	EJ	5
AVAR	VB09	EJ	4
AVBL	VB09	EJ	1
AVBR	VB09	EJ	6
DVB	VB09	EJ	1
PVCL	VB09	EJ	2
VA08	VB09	EJ	3
VA09	VB09	EJ	4
VB08	VB09	EJ	3
VD10	VB09	R	4
VD10	VB09	Rp	1
VD10	VB09	S	2
DD06	VB10	Rp	9
PVCL	VB10	S	2
PVCR	VB10	S	1
PVT	VB10	Rp	1
VA11	VB10	S	1
AVBL	VB10	EJ	2
AVBR	VB10	EJ	1
AVKL	VB10	EJ	1
PVCL	VB10	EJ	1
VD11	VB10	Rp	1
VD11	VB10	S	1
VD12	VB10	Rp	2
VD12	VB10	S	1
DD06	VB11	R	1
DD06	VB11	Rp	6
DVA	VB11	Sp	2
PVCL	VB11	S	1
PVCR	VB11	Rp	1
VA12	VB11	Rp	1
AVBL	VB11	EJ	2
AVBR	VB11	EJ	1
VA12	VB11	EJ	1
VD12	VB11	S	1
AVL	VC01	Rp	2
DD01	VC01	R	4
DD01	VC01	Rp	3
DD02	VC01	R	2
DD02	VC01	Rp	4
DD03	VC01	R	2
DD03	VC01	Rp	4
DVC	VC01	R	1
PVT	VC01	R	2
VC02	VC01	EJ	6
VC03	VC01	EJ	2
VC02	VC01	Rp	3
VC02	VC01	S	4
VD01	VC01	EJ	1
VC03	VC01	Rp	1
VC03	VC01	S	2
VC04	VC01	S	1
VD01	VC01	R	1
VD01	VC01	Rp	3
VD02	VC01	R	1
VD03	VC01	Rp	1
VD04	VC01	Rp	2
VD05	VC01	R	2
VD05	VC01	Rp	3
VD06	VC01	Rp	1
DB04	VC02	Rp	1
DD01	VC02	R	2
DD01	VC02	Rp	4
DD02	VC02	Rp	4
DD03	VC02	R	5
DD03	VC02	Rp	4
DVC	VC02	R	1
HSNR	VC02	S	1
HSNR	VC02	Sp	2
PVCR	VC02	Rp	1
PVNR	VC02	S	1
PVNR	VC02	Sp	1
PVQR	VC02	R	1
PVT	VC02	R	2
VB02	VC02	S	1
VC01	VC02	Rp	4
VC01	VC02	S	3
VC01	VC02	EJ	6
VC03	VC02	EJ	2
VC03	VC02	Rp	4
VC03	VC02	S	1
VD01	VC02	Rp	2
VD02	VC02	R	1
VD02	VC02	Rp	1
VD04	VC02	R	1
VD04	VC02	Rp	4
VD05	VC02	Rp	5
VD06	VC02	R	1
AVBL	VC03	S	1
AVL	VC03	Rp	1
DD01	VC03	R	1
DD01	VC03	Rp	1
DD02	VC03	Rp	4
DD03	VC03	R	1
DD03	VC03	Rp	4
DD04	VC03	R	2
DD04	VC03	Rp	10
DVC	VC03	R	1
HSNR	VC03	R	1
HSNR	VC03	S	1
PVNR	VC03	R	1
PVNR	VC03	Sp	1
PVPR	VC03	R	1
PVQR	VC03	R	4
VC01	VC03	Rp	2
VC01	VC03	S	1
VC02	VC03	Rp	1
VC02	VC03	S	4
DD04	VC03	EJ	1
VC01	VC03	EJ	2
VC02	VC03	EJ	2
VC04	VC03	EJ	1
VC05	VC03	EJ	2
VC04	VC03	S	4
VC05	VC03	S	1
VD01	VC03	Rp	1
VD02	VC03	R	1
VD03	VC03	Rp	1
VD04	VC03	Rp	2
VD05	VC03	R	3
VD05	VC03	Rp	1
VD06	VC03	R	3
VD06	VC03	Rp	1
VD07	VC03	Rp	5
AVBL	VC04	Rp	1
AVHR	VC04	R	1
VC01	VC04	R	1
VC03	VC04	R	3
VC03	VC04	Rp	1
AVFR	VC04	EJ	1
VC03	VC04	EJ	1
VC05	VC04	EJ	1
VC05	VC04	R	1
VC05	VC04	S	1
AVFL	VC05	R	1
AVFR	VC05	R	1
DVC	VC05	R	2
HSNL	VC05	R	1
HSNL	VC05	S	3
OLLR	VC05	R	1
PVT	VC05	R	1
URBL	VC05	R	3
VC03	VC05	R	1
VC04	VC05	Rp	1
VC04	VC05	S	1
VC03	VC05	EJ	2
VC04	VC05	EJ	1
AS01	VD01	S	5
AVHL	VD01	Sp	1
DA01	VD01	S	17
VA01	VD01	S	2
DB01	VD01	S	21
DD01	VD01	Rp	1
PVQR	VD01	Sp	1
VA01	VD01	Rp	2
VA01	VD01	S	2
VA02	VD01	S	2
VB01	VD01	S	3
VC01	VD01	S	4
VC02	VD01	S	2
VC03	VD01	S	1
DD01	VD01	EJ	4
DVC	VD01	EJ	5
RIFL	VD01	EJ	1
RIGL	VD01	EJ	2
SMDDR	VD01	EJ	1
VA02	VD01	EJ	1
VC01	VD01	EJ	1
VD02	VD01	EJ	7
AS02	VD02	S	10
AS03	VD02	S	1
AVEL	VD02	Sp	1
DA01	VD02	S	1
DA02	VD02	S	11
DB01	VD02	S	15
DD01	VD02	Rp	1
DD01	VD02	S	1
VA02	VD02	Rp	6
VA02	VD02	S	8
VA03	VD02	S	3
VB01	VD02	S	1
VB02	VD02	Rp	3
VB02	VD02	S	9
VC01	VD02	S	1
VC02	VD02	S	2
VC03	VD02	S	1
AS01	VD02	EJ	1
DD01	VD02	EJ	2
VA02	VD02	EJ	3
VD01	VD02	EJ	7
VD03	VD02	EJ	2
AS03	VD03	S	15
AVBR	VD03	S	1
AVEL	VD03	Sp	1
DA02	VD03	S	5
DA03	VD03	S	25
DB01	VD03	S	1
DB02	VD03	S	23
DD02	VD03	S	1
VA03	VD03	Rp	2
VA03	VD03	S	3
VB02	VD03	Rp	2
VB02	VD03	S	3
VC01	VD03	S	1
VC03	VD03	S	1
PVPL	VD03	EJ	1
VD02	VD03	EJ	2
VD04	VD03	EJ	1
AS04	VD04	S	11
DA03	VD04	S	6
DA04	VD04	S	12
DA06	VD04	S	4
DB02	VD04	S	14
DB03	VD04	S	9
DD02	VD04	S	1
HSNR	VD04	S	2
VA04	VD04	S	3
VC01	VD04	S	2
VC02	VD04	S	5
VC03	VD04	S	2
DD02	VD04	EJ	2
PVPR	VD04	EJ	1
VD03	VD04	EJ	1
VD05	VD04	EJ	1
AS05	VD05	S	9
AVAR	VD05	R	1
DA04	VD05	S	15
DA05	VD05	S	1
DA06	VD05	S	3
DB02	VD05	S	1
DB03	VD05	S	26
RID	VD05	S	1
RID	VD05	Sp	1
VA05	VD05	R	1
VA05	VD05	Rp	1
VA05	VD05	S	2
VA06	VD05	S	1
VB04	VD05	Rp	2
VC01	VD05	S	5
VC02	VD05	S	5
VC03	VD05	S	4
PVPR	VD05	EJ	1
VD04	VD05	EJ	1
VD06	VD05	EJ	2
AS06	VD06	S	13
AVAL	VD06	R	1
DA05	VD06	S	16
DA06	VD06	S	3
DB03	VD06	S	7
DB04	VD06	S	13
PVNR	VD06	S	1
VA06	VD06	R	1
VA06	VD06	S	2
VB05	VD06	R	2
VB05	VD06	S	7
VB06	VD06	S	1
VC01	VD06	S	1
VC02	VD06	S	1
VC03	VD06	S	4
VD05	VD06	EJ	2
VD07	VD06	EJ	1
PVNR	VD07	S	1
VA07	VD07	S	9
VA08	VD07	S	5
VB06	VD07	S	8
VC03	VD07	S	5
VA09	VD07	EJ	1
VD06	VD07	EJ	1
DD04	VD08	Rp	1
VA08	VD08	R	1
VA08	VD08	Rp	3
VA08	VD08	S	5
DD04	VD08	EJ	1
VA08	VD08	EJ	1
DD05	VD09	S	1
VA09	VD09	S	10
VB08	VD09	S	10
PDER	VD09	EJ	1
VD10	VD09	EJ	5
DD05	VD10	R	1
PVDL	VD10	S	1
VB08	VD10	S	1
VB09	VD10	R	2
VB09	VD10	S	5
AVBR	VD10	EJ	1
DD05	VD10	EJ	1
DVC	VD10	EJ	4
VD09	VD10	EJ	5
AVAR	VD11	R	2
AVFR	VD11	S	1
PDEL	VD11	S	1
VA11	VD11	R	1
VB10	VD11	R	1
VB10	VD11	S	1
AVL	VD12	Sp	4
PVNR	VD12	Sp	1
VA11	VD12	Rp	3
VA11	VD12	S	4
VA12	VD12	Rp	2
VA12	VD12	S	3
VB10	VD12	Rp	1
VB10	VD12	S	2
VB11	VD12	Rp	1
AS11	VD13	S	2
AVAR	VD13	Rp	2
AVAR	VD13	Sp	2
DA09	VD13	S	1
DB07	VD13	S	2
PDA	VD13	Sp	3
PDB	VD13	S	2
PDB	VD13	Sp	2
PVCL	VD13	Rp	1
PVCR	VD13	R	1
RID	VD13	S	1
VA12	VD13	Rp	1
VA12	VD13	S	11
PVPL	VD13	EJ	2
AS02	NMJ	NMJ	11
AS03	NMJ	NMJ	12
AS04	NMJ	NMJ	9
AS05	NMJ	NMJ	10
AS06	NMJ	NMJ	10
AS09	NMJ	NMJ	1
AS11	NMJ	NMJ	2
AVFL	NMJ	NMJ	2
AVFR	NMJ	NMJ	4
AVKR	NMJ	NMJ	1
AVKR	NMJ	NMJ	1
AVL	NMJ	NMJ	10
DA01	NMJ	NMJ	16
DA02	NMJ	NMJ	15
DA03	NMJ	NMJ	30
DA04	NMJ	NMJ	26
DA05	NMJ	NMJ	17
DA06	NMJ	NMJ	6
VC01	NMJ	NMJ	1
VC03	NMJ	NMJ	3
AS01	NMJ	NMJ	13
DA09	NMJ	NMJ	1
DB01	NMJ	NMJ	3
DB02	NMJ	NMJ	24
DB03	NMJ	NMJ	25
DB04	NMJ	NMJ	6
DD01	NMJ	NMJ	34
DD02	NMJ	NMJ	28
DD03	NMJ	NMJ	32
DD05	NMJ	NMJ	1
DD06	NMJ	NMJ	1
DVB	NMJ	NMJ	1
DVB	NMJ	NMJ	4
HSNL	NMJ	NMJ	7
HSNR	NMJ	NMJ	5
HSNR	NMJ	NMJ	1
IL1DL	NMJ	NMJ	1
IL1DL	NMJ	NMJ	4
IL1DR	NMJ	NMJ	1
IL1DR	NMJ	NMJ	6
IL1L	NMJ	NMJ	1
IL1L	NMJ	NMJ	12
IL1R	NMJ	NMJ	1
IL1R	NMJ	NMJ	12
IL1VL	NMJ	NMJ	3
IL1VL	NMJ	NMJ	6
IL1VR	NMJ	NMJ	1
IL1VR	NMJ	NMJ	9
PDA	NMJ	NMJ	2
PDB	NMJ	NMJ	2
PLNL	NMJ	NMJ	1
PVNL	NMJ	NMJ	1
PVNL	NMJ	NMJ	2
PVNR	NMJ	NMJ	2
PVNR	NMJ	NMJ	1
RID	NMJ	NMJ	2
RID	NMJ	NMJ	1
RIML	NMJ	NMJ	3
RIML	NMJ	NMJ	1
RIMR	NMJ	NMJ	3
RIMR	NMJ	NMJ	1
RIVL	NMJ	NMJ	4
RIVR	NMJ	NMJ	3
RIVR	NMJ	NMJ	2
RMDDL	NMJ	NMJ	1
RMDDL	NMJ	NMJ	7
RMDDR	NMJ	NMJ	10
RMDL	NMJ	NMJ	9
RMDL	NMJ	NMJ	2
RMDR	NMJ	NMJ	3
RMDR	NMJ	NMJ	1
RMDVL	NMJ	NMJ	3
RMDVL	NMJ	NMJ	6
RMDVR	NMJ	NMJ	6
RMDVR	NMJ	NMJ	3
RMED	NMJ	NMJ	10
RMEL	NMJ	NMJ	12
RMER	NMJ	NMJ	15
RMEV	NMJ	NMJ	5
RMFL	NMJ	NMJ	2
RMFL	NMJ	NMJ	1
RMGL	NMJ	NMJ	3
RMGL	NMJ	NMJ	1
RMGR	NMJ	NMJ	3
RMHL	NMJ	NMJ	7
RMHL	NMJ	NMJ	1
RMHR	NMJ	NMJ	5
RMHR	NMJ	NMJ	2
SMBDL	NMJ	NMJ	3
SMBDL	NMJ	NMJ	5
SMBDR	NMJ	NMJ	3
SMBDR	NMJ	NMJ	7
SMBVL	NMJ	NMJ	3
SMBVL	NMJ	NMJ	3
SMBVR	NMJ	NMJ	3
SMBVR	NMJ	NMJ	3
SMDDL	NMJ	NMJ	4
SMDDL	NMJ	NMJ	1
SMDDR	NMJ	NMJ	3
SMDVL	NMJ	NMJ	3
SMDVR	NMJ	NMJ	3
SMDVR	NMJ	NMJ	1
URADL	NMJ	NMJ	1
URADL	NMJ	NMJ	5
URADR	NMJ	NMJ	2
URADR	NMJ	NMJ	5
URAVL	NMJ	NMJ	6
URAVL	NMJ	NMJ	3
URAVR	NMJ	NMJ	1
URAVR	NMJ	NMJ	7
VA01	NMJ	NMJ	11
VA02	NMJ	NMJ	19
VA03	NMJ	NMJ	29
VA04	NMJ	NMJ	25
VA05	NMJ	NMJ	19
VA06	NMJ	NMJ	20
VA07	NMJ	NMJ	27
VA08	NMJ	NMJ	23
VA09	NMJ	NMJ	20
VA11	NMJ	NMJ	18
VA12	NMJ	NMJ	14
VB01	NMJ	NMJ	5
VB02	NMJ	NMJ	26
VB03	NMJ	NMJ	35
VB04	NMJ	NMJ	20
VB05	NMJ	NMJ	22
VB06	NMJ	NMJ	28
VB07	NMJ	NMJ	2
VB08	NMJ	NMJ	32
VB09	NMJ	NMJ	24
VB10	NMJ	NMJ	20
VB11	NMJ	NMJ	14
VC01	NMJ	NMJ	5
VC02	NMJ	NMJ	9
VC02	NMJ	NMJ	1
VC03	NMJ	NMJ	8
VC04	NMJ	NMJ	4
VC04	NMJ	NMJ	3
VC05	NMJ	NMJ	2
VC06	NMJ	NMJ	1
VD01	NMJ	NMJ	12
VD02	NMJ	NMJ	22
VD03	NMJ	NMJ	23
VD04	NMJ	NMJ	25
VD05	NMJ	NMJ	26
VD06	NMJ	NMJ	27
VD07	NMJ	NMJ	24
VD08	NMJ	NMJ	25
VD09	NMJ	NMJ	28
VD10	NMJ	NMJ	22
VD11	NMJ	NMJ	11
VD12	NMJ	NMJ	13
VD13	NMJ	NMJ	12
